Date,Open,High,Low,Last,Diff_Open_Cls
12/27/2014,328.28,328.99,312,316.01,12.27
12/28/2014,316.11,318.77,311.22,316.69,-0.58
12/29/2014,317.47,320.13,310.26,313.01,4.46
12/30/2014,313.03,316.61,310,311,2.03
12/31/2014,311.07,320.99,310.69,320.98,-9.91
1/1/2015,320.97,320.97,312.6,313.81,7.16
1/2/2015,313.84,316.82,311.93,315.41,-1.57
1/3/2015,315.41,316.49,280,280,35.41
1/4/2015,279.99,289.37,255,264.03,15.96
1/5/2015,264.05,279.99,264.05,276.8,-12.75
1/6/2015,276.82,276.82,276.82,276.82,0
1/8/2015,276.82,276.82,276.82,276.82,0
1/9/2015,276.82,300,250,293.83,-17.01
1/10/2015,293.41,294.81,271.03,275.59,17.82
1/11/2015,275.59,280.91,262.08,266.23,9.36
1/12/2015,266.23,272.41,263.54,267.01,-0.78
1/13/2015,267.02,267.59,216,227,40.02
1/14/2015,227.01,230.72,152.4,171.41,55.6
1/15/2015,171.42,233.74,168.5,209.88,-38.46
1/16/2015,210.25,223.14,198.04,208.13,2.12
1/17/2015,207.93,212.8,194.11,199.35,8.58
1/18/2015,199.44,222,195.02,211.04,-11.6
1/19/2015,211.01,220.89,207.66,216,-4.99
1/20/2015,216.01,216.8,201.98,210.65,5.36
1/21/2015,210.68,228.89,205,227.16,-16.48
1/22/2015,227,238.99,226.04,233.5,-6.5
1/23/2015,233.26,239.99,225.55,233.39,-0.13
1/24/2015,233.38,249.98,230.2,249.32,-15.94
1/25/2015,249.19,249.53,247.15,248.63,0.56
1/26/2015,254.65,308.8,254.37,274,-19.35
1/27/2015,274,278.51,243.1,263.64,10.36
1/28/2015,263.39,266.11,225.91,235,28.39
1/29/2015,235.83,241.7,220,235.1,0.73
1/30/2015,235.1,244.7,225.52,228.97,6.13
1/31/2015,227.76,234.77,215.75,216.9,10.86
2/1/2015,216.93,232.41,208.48,226.9,-9.97
2/2/2015,226.93,241.82,221.79,237.23,-10.3
2/3/2015,237.24,244.24,223.79,227.44,9.8
2/4/2015,227.48,230.95,220.02,226.85,0.63
2/5/2015,226.85,228.99,210.43,216.31,10.54
2/6/2015,216.46,225.52,210.59,222.21,-5.75
2/7/2015,222.23,230.97,221.77,228.57,-6.34
2/8/2015,228.57,232,217.25,223.38,5.19
2/9/2015,223.92,225,215,220.3,3.62
2/10/2015,220.33,221.99,215,220.36,-0.03
2/11/2015,220.42,223.41,217.99,219.56,0.86
2/12/2015,219.56,223.05,218.08,223,-3.44
2/13/2015,223,242.01,221.37,237,-14
2/14/2015,237,258.95,236.9,256.01,-19.01
2/15/2015,256.06,267.78,227.75,235,21.06
2/16/2015,235.01,241.2,229.2,234.01,1
2/17/2015,234.03,248.19,232.18,244.6,-10.57
2/18/2015,244.64,247,232.01,236.82,7.82
2/19/2015,236.86,245,235.59,240.61,-3.75
2/20/2015,240.61,248.85,239.41,245.68,-5.07
2/21/2015,244.94,247.5,244,244.94,0
2/22/2015,245.02,247.37,232.48,235.78,9.24
2/23/2015,235.88,240.99,232.05,238.88,-3
2/24/2015,239.01,240.95,236.08,239.26,-0.25
2/25/2015,239.59,240.38,236,237.77,1.82
2/26/2015,237.77,238.38,234.02,236.62,1.15
2/27/2015,236.72,256.01,236.16,252.13,-15.41
2/28/2015,252.13,254.56,245.2,252.58,-0.45
3/1/2015,253.05,260.22,245,256.59,-3.54
3/2/2015,257.8,277,255.61,274.95,-17.15
3/3/2015,275.05,284.94,265.89,281,-5.95
3/4/2015,281.01,283.86,264.94,270.33,10.68
3/5/2015,270.69,280.42,262.2,271.83,-1.14
3/6/2015,272.45,275.96,269.01,272.08,0.37
3/7/2015,272.16,278.95,270,276.65,-4.49
3/8/2015,276.71,277.56,271.11,274.95,1.76
3/9/2015,274.95,288.99,274.17,286.9,-11.95
3/10/2015,286.9,296.59,283.96,289.5,-2.6
3/11/2015,289.56,296.76,285.83,295.57,-6.01
3/12/2015,295.61,297.93,289.16,294.84,0.77
3/13/2015,294.99,295.15,282.99,283.25,11.74
3/14/2015,283.25,287.67,280.46,282.2,1.05
3/15/2015,282.01,287.73,281.42,286.18,-4.17
3/16/2015,286.33,294.24,285.78,289.12,-2.79
3/17/2015,289.12,292.61,281.9,283.01,6.11
3/18/2015,282.69,283.88,249.02,256.81,25.88
3/19/2015,256.59,265.93,249,261.45,-4.86
3/20/2015,261.52,265.17,257.59,261.24,0.28
3/21/2015,261.65,262.38,256.27,259.99,1.66
3/22/2015,259.99,271.47,259.05,267.74,-7.75
3/23/2015,267.77,269.74,259.5,265.55,2.22
3/24/2015,265.91,266.51,242,245,20.91
3/25/2015,245,250,236.4,246.7,-1.7
3/26/2015,246.7,253.58,244.86,249.1,-2.4
3/27/2015,249.11,250.2,245.2,247.58,1.53
3/28/2015,247.27,253.81,247.17,252.4,-5.13
3/29/2015,252.46,252.94,239.96,242,10.46
3/30/2015,242.01,248.8,236.52,247.94,-5.93
3/31/2015,247.94,248.58,238.55,243.84,4.1
4/1/2015,243.87,246.82,239.32,246.2,-2.33
4/2/2015,246.68,256.95,244.54,253.23,-6.55
4/3/2015,253.22,256.58,251.23,254.02,-0.8
4/4/2015,254.03,255.26,250.76,253.7,0.33
4/5/2015,253.7,260.87,251.65,260.53,-6.83
4/6/2015,260.55,262.7,254.01,255.1,5.45
4/7/2015,255.18,256.55,252,253.7,1.48
4/8/2015,253.7,254.8,252.59,253.37,0.33
4/9/2015,244.59,246.29,238.47,243.29,1.3
4/10/2015,243.3,243.89,231.26,235.7,7.6
4/11/2015,235.99,239.1,233.03,236.05,-0.06
4/12/2015,236.08,237.49,233.42,236.06,0.02
4/13/2015,236.06,236.84,219.64,222.74,13.32
4/14/2015,222.76,224.09,210.06,215.78,6.98
4/15/2015,215.78,222.4,214.98,222.38,-6.6
4/16/2015,222.43,229.62,222.43,227.39,-4.96
4/17/2015,227.39,228.08,220.04,222.55,4.84
4/18/2015,222.55,224.47,220.31,223.32,-0.77
4/19/2015,223.32,227.34,221.9,222.51,0.81
4/20/2015,222.51,226.5,221.41,224.25,-1.74
4/21/2015,224.25,235.86,223.91,235.71,-11.46
4/22/2015,235.71,238.39,230.85,232.84,2.87
4/23/2015,232.84,236.22,232.47,235.59,-2.75
4/24/2015,235.59,235.97,228.32,230.93,4.66
4/25/2015,230.91,232.09,225.86,226.09,4.82
4/26/2015,226.09,227.24,214.98,219.48,6.61
4/27/2015,219.48,229.9,217.53,227.16,-7.68
4/28/2015,227.16,227.41,221.75,225.16,2
4/29/2015,225.18,226.97,221.98,225.48,-0.3
4/30/2015,225.48,239.75,224.61,236.2,-10.72
5/1/2015,236.47,239.18,230.51,231,5.47
5/2/2015,231.02,234.81,229.87,233.03,-2.01
5/3/2015,233.64,242.11,232.36,239.51,-5.87
5/4/2015,239,242.01,236.07,238.04,0.96
5/5/2015,238.22,238.25,229.69,235.87,2.35
5/6/2015,235.13,235.88,227.1,228.4,6.73
5/7/2015,228.33,238.79,227.35,236.91,-8.58
5/8/2015,236.9,246.18,235.29,243.2,-6.3
5/9/2015,243.2,247,238.62,241.81,1.39
5/10/2015,241.83,244.74,238.02,238.75,3.08
5/11/2015,239.08,244.26,237.99,241.11,-2.03
5/12/2015,241.13,241.96,237.51,241.03,0.1
5/13/2015,241.03,244.08,235.06,235.79,5.24
5/14/2015,235.79,239.5,232.22,236.86,-1.07
5/15/2015,236.85,239.15,235.12,237.2,-0.35
5/16/2015,237.36,237.38,234,235.43,1.93
5/17/2015,235.43,236.99,234.64,235.69,-0.26
5/18/2015,235.69,236.88,231.51,232.85,2.84
5/19/2015,232.97,234.1,231.01,231.37,1.6
5/20/2015,231.37,234.75,230.95,234.14,-2.77
5/21/2015,234.18,236.52,233.74,234.95,-0.77
5/22/2015,234.93,240.33,232.98,238.74,-3.81
5/23/2015,238.74,240.56,237.4,237.86,0.88
5/24/2015,237.87,241.6,237.66,239.41,-1.54
5/25/2015,239.57,239.92,233.1,235.51,4.06
5/26/2015,235.6,237.93,234,235.51,0.09
5/27/2015,235.61,237.24,234.31,235.16,0.45
5/28/2015,235.17,236.79,234.87,236.45,-1.28
5/29/2015,236.29,236.41,234,235.75,0.54
5/30/2015,235.75,235.97,231,232.3,3.45
5/31/2015,232.13,232.5,228,228.73,3.4
6/1/2015,228.73,231.15,220.65,223.49,5.24
6/2/2015,223.49,225.82,221.35,224.88,-1.39
6/3/2015,224.94,226.9,222.69,224.27,0.67
6/4/2015,224.28,225.8,222.02,222.88,1.4
6/5/2015,222.89,225.75,219.14,224.16,-1.27
6/6/2015,224.35,225.15,223.46,224.86,-0.51
6/7/2015,224.81,225.47,221.86,222.39,2.42
6/8/2015,222.39,229.39,222.33,227.95,-5.56
6/9/2015,228.05,230.7,226.77,228.57,-0.52
6/10/2015,228.68,229.69,226.82,227.8,0.88
6/11/2015,227.8,229.49,227.26,229.03,-1.23
6/12/2015,229.03,230.68,228.29,229.3,-0.27
6/13/2015,229.3,232.04,228.06,231.77,-2.47
6/14/2015,231.62,233.92,230.93,231.72,-0.1
6/15/2015,231.85,237.03,231.66,235.92,-4.07
6/16/2015,235.92,252,234.35,250.09,-14.17
6/17/2015,250.01,256.47,243.2,247.75,2.26
6/18/2015,247.05,250.96,242.1,248.3,-1.25
6/19/2015,248.31,249.8,242.48,243.7,4.61
6/20/2015,243.7,245.55,240.32,244.65,-0.95
6/21/2015,244.65,245,241.11,243.57,1.08
6/22/2015,243.6,247.83,242.64,245.99,-2.39
6/23/2015,245.99,247.08,242.22,243.74,2.25
6/24/2015,243.74,243.96,238.91,240.18,3.56
6/25/2015,240.18,242.71,239.3,241.98,-1.8
6/26/2015,241.98,243.22,240.08,242.95,-0.97
6/27/2015,242.98,251.99,242.36,251.21,-8.23
6/28/2015,251.21,251.21,247.04,248.58,2.63
6/29/2015,248.63,256.92,248.31,256,-7.37
6/30/2015,256,267.66,255.05,262.5,-6.5
7/1/2015,262.5,264.8,254.21,257.52,4.98
7/2/2015,257.52,260.59,253.19,254.48,3.04
7/3/2015,254.47,256.42,252.41,255.92,-1.45
7/4/2015,255.96,261.28,254.06,259.91,-3.95
7/5/2015,260.07,274.67,258.75,268.61,-8.54
7/6/2015,271.39,278.39,267.53,268.5,2.89
7/7/2015,268.51,271.51,264.01,265.52,2.99
7/8/2015,265.5,273.2,263,270.4,-4.9
7/9/2015,270.4,271.97,265.91,268.66,1.74
7/10/2015,268.67,294.63,268.63,284.92,-16.25
7/11/2015,284.48,298,283.88,291.64,-7.16
7/12/2015,291.64,317.98,291.64,310.35,-18.71
7/13/2015,310.52,310.63,281,291.96,18.56
7/14/2015,292.13,296.87,286.02,287.11,5.02
7/15/2015,287.11,293.5,284.29,285.43,1.68
7/16/2015,285.53,292.4,274.95,277.74,7.79
7/17/2015,277.74,280.73,272.32,279.12,-1.38
7/18/2015,279.18,282.79,276.76,276.78,2.4
7/19/2015,276.74,277.76,275.01,275.02,1.72
7/20/2015,275.02,279.19,274.62,278.95,-3.93
7/21/2015,278.95,281.06,276.29,276.48,2.47
7/22/2015,276.49,277.95,275,277.95,-1.46
7/23/2015,277.55,278.29,275.79,276.38,1.17
7/24/2015,276.17,290.52,275.9,289,-12.83
7/25/2015,289.01,291.95,286.5,288.82,0.19
7/26/2015,288.79,293.82,287.4,292.85,-4.06
7/27/2015,292.85,297.44,286.43,294.14,-1.29
7/28/2015,293.95,296.83,292.2,293.67,0.28
7/29/2015,293.67,294.55,287.27,289.8,3.87
7/30/2015,289.76,290.1,284.53,288.01,1.75
7/31/2015,288.03,288.93,281.87,284.34,3.69
8/1/2015,284.32,284.98,276.73,280.19,4.13
8/2/2015,280.19,282.76,276.55,281.69,-1.5
8/3/2015,281.69,285.7,279.22,280.28,1.41
8/4/2015,280.28,285.69,280.26,284.85,-4.57
8/5/2015,284.91,285.66,280.6,280.95,3.96
8/6/2015,280.95,281.61,276.66,277.08,3.87
8/7/2015,277.06,280.4,274.38,279.52,-2.46
8/8/2015,279.53,279.96,260.4,262.16,17.37
8/9/2015,262.16,268.95,261.01,264.53,-2.37
8/10/2015,264.54,266.51,261.61,264.11,0.43
8/11/2015,264.11,271.2,264,270.98,-6.87
8/12/2015,270.99,271,265.71,267.22,3.77
8/13/2015,267.53,267.6,262.33,264.49,3.04
8/14/2015,264.49,266.98,262,265.4,-0.91
8/15/2015,265.4,266.33,260.45,261.25,4.15
8/16/2015,261.04,262.19,254.01,256.09,4.95
8/17/2015,256.07,259.11,254.63,256.47,-0.4
8/18/2015,256.47,256.85,221.11,223.53,32.94
8/19/2015,224,237.29,222.02,226.06,-2.06
8/20/2015,226.06,236.65,226.06,235.15,-9.09
8/21/2015,235.15,236.6,231.77,233.1,2.05
8/22/2015,233.1,234.91,223.01,231,2.1
8/23/2015,231,234,226.03,228.56,2.44
8/24/2015,228.6,228.97,208.5,209.72,18.88
8/25/2015,209.72,228.01,198.5,221.9,-12.18
8/26/2015,222.11,230.92,219.77,225.41,-3.3
8/27/2015,225.44,228.64,223.17,225.07,0.37
8/28/2015,225.05,235.76,220.29,231.5,-6.45
8/29/2015,231.52,233.54,226.66,229.86,1.66
8/30/2015,229.94,232.58,225.04,229,0.94
8/31/2015,229.01,232.46,224.39,229.86,-0.85
9/1/2015,229.88,231.4,226.17,227.95,1.93
9/2/2015,227.95,230.76,226,228.91,-0.96
9/3/2015,228.99,229.81,226.5,227.03,1.96
9/4/2015,227.06,231.35,226.53,230.52,-3.46
9/5/2015,230.56,237.03,229.23,235.37,-4.81
9/6/2015,235.38,244.08,235.02,239.79,-4.41
9/7/2015,240.28,242.76,238.56,239.95,0.33
9/8/2015,240.36,246.05,239.85,244.02,-3.66
9/9/2015,243.76,244.09,237,238.11,5.65
9/10/2015,238.18,241.42,234.78,238.56,-0.38
9/11/2015,238.56,240.92,237.5,239.92,-1.36
9/12/2015,239.92,239.92,233.02,234.65,5.27
9/13/2015,234.66,235.6,228,229.55,5.11
9/14/2015,229.56,232.61,223.98,229.71,-0.15
9/15/2015,229.71,231.17,226.5,229.99,-0.28
9/16/2015,229.99,230.49,223,228.33,1.66
9/17/2015,228.15,234.8,226.97,232.19,-4.04
9/18/2015,232.2,234.17,230.83,232.78,-0.58
9/19/2015,232.46,233.56,229.89,229.93,2.53
9/20/2015,230,231.63,229,229.03,0.97
9/21/2015,229.04,229.9,225,225.32,3.72
9/22/2015,231.24,232.55,229.66,230.77,0.47
9/23/2015,230.77,232.04,229.15,229.78,0.99
9/24/2015,229.79,235.73,229.77,234.61,-4.82
9/25/2015,234.52,237.4,233.33,235.39,-0.87
9/26/2015,235.36,235.66,233.25,234.02,1.34
9/27/2015,234.02,234.33,232.26,232.63,1.39
9/28/2015,232.63,240,232.63,239.43,-6.8
9/29/2015,239.43,240.71,236.29,236.82,2.61
9/30/2015,236.82,238.36,235.18,236.27,0.55
10/1/2015,236.28,239.23,236.1,237.59,-1.31
10/2/2015,237.59,239.05,236.63,237.81,-0.22
10/3/2015,237.78,239.96,237.27,239.06,-1.28
10/4/2015,239.06,240,238,238.59,0.47
10/5/2015,238.73,240.64,236.68,240.47,-1.74
10/6/2015,240.47,248.03,240.24,246.4,-5.93
10/7/2015,246.4,246.95,243.02,243.52,2.88
10/8/2015,243.63,244.84,242.9,242.95,0.68
10/9/2015,242.97,244.95,242.51,244.6,-1.63
10/10/2015,244.6,245.73,243.22,245.53,-0.93
10/11/2015,245.55,248.09,244.7,247.7,-2.15
10/12/2015,247.7,248.11,245.14,246.08,1.62
10/13/2015,246.08,251.37,244,250.38,-4.3
10/14/2015,250.38,255.15,249.3,252.48,-2.1
10/15/2015,252.48,256.47,252,254.49,-2.01
10/16/2015,254.49,267.39,254.18,263.13,-8.64
10/17/2015,263.13,274.04,262.54,271.5,-8.37
10/18/2015,271.57,272.65,261.71,262.8,8.77
10/19/2015,262.81,266.37,261.62,264.78,-1.97
10/20/2015,264.71,272.62,264.01,270.8,-6.09
10/21/2015,270.8,272.11,264.82,267.8,3
10/22/2015,267.89,279.43,267.5,275.1,-7.21
10/23/2015,275.24,279.98,274.77,278.18,-2.94
10/24/2015,278.26,283.68,278.25,283,-4.74
10/25/2015,283.14,294.49,282.57,283.67,-0.53
10/26/2015,283.67,286.95,280.81,286.49,-2.82
10/27/2015,286.49,298.18,286.1,294.88,-8.39
10/28/2015,294.88,307.46,294.52,304.29,-9.41
10/29/2015,304.3,320.33,301.01,314.78,-10.48
10/30/2015,315.15,334.2,314.73,327.72,-12.57
10/31/2015,327.71,334.12,305.75,312.5,15.21
11/1/2015,312.87,331.42,309.09,328.25,-15.38
11/2/2015,328.25,369.57,324.02,363.25,-35
11/3/2015,362.87,418,360.69,403.83,-40.96
11/4/2015,404.13,499.93,370.24,407.48,-3.35
11/5/2015,408.34,447.26,368.55,386.06,22.28
11/6/2015,387.3,395.91,351.93,375.41,11.89
11/7/2015,374.49,392.05,371.33,385.37,-10.88
11/8/2015,384.07,389.65,366.42,373.26,10.81
11/9/2015,373.63,387.53,361.52,378.01,-4.38
11/10/2015,377.29,380.5,325.64,336.43,40.86
11/11/2015,337.25,341.07,298.95,309.77,27.48
11/12/2015,311.99,343.57,310.68,336.33,-24.34
11/13/2015,336.15,341.66,325.34,336.91,-0.76
11/14/2015,337.29,345.24,327.89,332.61,4.68
11/15/2015,333.14,334.85,315.68,320.16,12.98
11/16/2015,320,332.36,315.37,330.76,-10.76
11/17/2015,330.55,342.38,327.27,335,-4.45
11/18/2015,335,336.99,328.91,333.8,1.2
11/19/2015,333.92,334.49,325.64,327.27,6.65
11/20/2015,313.87,324.82,313.87,321.25,-7.38
11/21/2015,321.67,327.77,318.72,326.64,-4.97
11/22/2015,326.7,326.72,321.26,323.57,3.13
11/23/2015,323.64,325.99,320.83,322.82,0.82
11/24/2015,322.82,322.98,317.2,319.83,2.99
11/25/2015,319.83,330.43,316.52,329.32,-9.49
11/26/2015,329.32,368.32,328.64,352.97,-23.65
11/27/2015,353.05,363.94,347.9,357.69,-4.64
11/28/2015,357.65,359.78,350.69,357.07,0.58
11/29/2015,357.64,373.23,355.04,371.16,-13.52
11/30/2015,371.46,382.47,368.89,376.73,-5.27
12/1/2015,376.56,379.02,355.05,362.87,13.69
12/2/2015,362.71,362.71,347.9,358.98,3.73
12/3/2015,358.99,370.07,355.91,361.19,-2.2
12/4/2015,361.21,363.9,355.47,363.21,-2
12/5/2015,363.22,390.15,363.13,388.12,-24.9
12/6/2015,388.12,401.26,385,387.29,0.83
12/7/2015,387.54,399.72,382.97,394.84,-7.3
12/8/2015,395.26,418.06,388.54,417.62,-22.36
12/9/2015,416.75,423.2,402.67,417.04,-0.29
12/10/2015,417.06,418.89,410.17,414.8,2.26
12/11/2015,414.8,453.65,414.8,452.66,-37.86
12/12/2015,452.9,469.1,410.66,435.69,17.21
12/13/2015,435.18,441.5,420.59,432.38,2.8
12/14/2015,431.85,447.63,427.87,443.5,-11.65
12/15/2015,443.5,465.16,443.09,465.1,-21.6
12/16/2015,465.1,465.1,441,455.75,9.35
12/17/2015,455.75,458.47,451.09,454.99,0.76
12/18/2015,454.73,465.37,453.8,463.37,-8.64
12/19/2015,463.18,465.73,452.57,461.62,1.56
12/20/2015,461.62,461.87,433.51,442.84,18.78
12/21/2015,442.84,446.37,425.78,437.45,5.39
12/22/2015,436.9,442.92,433.42,434.78,2.12
12/23/2015,434.81,445.18,434.29,442.41,-7.6
12/24/2015,442.34,458.98,442.34,455.43,-13.09
12/25/2015,455.46,458.55,449,455.27,0.19
12/26/2015,455.27,457.85,407.95,417.63,37.64
12/27/2015,417.27,425.06,409.5,421.62,-4.35
12/28/2015,421.5,428.08,417.2,420.59,0.91
12/29/2015,420.59,432.27,418.94,431.52,-10.93
12/30/2015,431.62,433.67,420.35,425.95,5.67
12/31/2015,425.4,432.9,417.7,429.58,-4.18
1/1/2016,429.58,435.38,427.3,433.98,-4.4
1/2/2016,434.14,435.52,430.83,433.29,0.85
1/3/2016,432.88,433.39,424.08,429.96,2.92
1/4/2016,430.1,434.64,428.57,432.93,-2.83
1/5/2016,432.69,434.58,429.11,432.24,0.45
1/6/2016,432.24,432.24,426.38,428.79,3.45
1/7/2016,429.41,459.52,429.11,458.36,-28.95
1/8/2016,457.44,463.82,446.6,453.14,4.3
1/9/2016,453.14,454.63,447.02,448.56,4.58
1/10/2016,449.01,449.73,440.84,448.31,0.7
1/11/2016,448.17,450.99,441.18,448.54,-0.37
1/12/2016,448.8,448.8,433.7,434.2,14.6
1/13/2016,432.75,436.55,423.52,432.18,0.57
1/14/2016,432.07,433.98,424.17,430.17,1.9
1/15/2016,430.17,430.5,359.51,359.55,70.62
1/16/2016,359.13,390.37,352.1,386.86,-27.73
1/17/2016,385.22,389.44,376.99,380.02,5.2
1/18/2016,380.1,388.05,374.63,385.6,-5.5
1/19/2016,385.6,387.42,378.1,378.74,6.86
1/20/2016,378.5,423.61,375.04,418.11,-39.61
1/21/2016,418.15,422.24,404.95,409.82,8.33
1/22/2016,409.79,410.96,374.45,380.63,29.16
1/23/2016,380.98,394.27,380.78,385.9,-4.92
1/24/2016,385.6,405.35,385.28,402.06,-16.46
1/25/2016,401.73,401.73,385.99,390.65,11.08
1/26/2016,390.74,398,387.75,391.54,-0.8
1/27/2016,391.9,396.4,390.65,394.26,-2.36
1/28/2016,394.29,394.7,377.73,379.5,14.79
1/29/2016,379.57,384.08,364.01,378.84,0.73
1/30/2016,378.37,380.95,375.35,376.92,1.45
1/31/2016,376.92,379.63,364.32,367.37,9.55
2/1/2016,367.72,378.92,365.72,370.95,-3.23
2/2/2016,370.95,375.44,370.58,372.55,-1.6
2/3/2016,372.55,373.65,366.5,369.18,3.37
2/4/2016,369.18,389.86,369.16,387.36,-18.18
2/5/2016,387.36,389.97,383.21,384.62,2.74
2/6/2016,384.62,384.73,369.48,374.78,9.84
2/7/2016,374.78,378.73,372,374.31,0.47
2/8/2016,374.41,378,370.18,370.98,3.43
2/9/2016,370.98,375.48,370,371.72,-0.74
2/10/2016,371.73,381.81,371.19,377.73,-6
2/11/2016,377.88,378.96,370.73,373.31,4.57
2/12/2016,373.31,383.78,372.2,382.55,-9.24
2/13/2016,382.68,390.5,382.55,390.5,-7.82
2/14/2016,390.52,405.62,390.52,405.31,-14.79
2/15/2016,405.33,408.73,394.77,398.75,6.58
2/16/2016,399.11,408.14,397.76,407.05,-7.94
2/17/2016,407.26,420.72,405.55,414.55,-7.29
2/18/2016,415.08,424.38,413.74,420.8,-5.72
2/19/2016,420.48,421.53,414.91,419.41,1.07
2/20/2016,419.19,442.36,419.19,433.67,-14.48
2/21/2016,434.38,446.12,425.39,438.13,-3.75
2/22/2016,437.85,438.18,431.31,436.92,0.93
2/23/2016,436.92,439.56,415.01,419.61,17.31
2/24/2016,419.99,424.25,410.86,423.43,-3.44
2/25/2016,423.43,425.78,421.54,424.5,-1.07
2/26/2016,423.32,431.9,418.01,431.9,-8.58
2/27/2016,431.39,434.58,428.55,431.06,0.33
2/28/2016,431.07,434.57,422.21,430.26,0.81
2/29/2016,430.26,440.83,428.12,434.99,-4.73
3/1/2016,435.25,437,427.01,432.49,2.76
3/2/2016,432.43,434.04,421.23,421.93,10.5
3/3/2016,422.3,424.4,415.86,419.63,2.67
3/4/2016,419.63,423.88,406.13,407.54,12.09
3/5/2016,407.54,408.85,382.02,398.55,8.99
3/6/2016,398.55,411.59,393.11,405.06,-6.51
3/7/2016,405.03,414.9,403.01,412.8,-7.77
3/8/2016,412.84,414.91,408.46,411.76,1.08
3/9/2016,411.75,413.41,408.75,412.45,-0.7
3/10/2016,412.54,416.86,409.54,415.9,-3.36
3/11/2016,415.9,421.9,415.1,419.14,-3.24
3/12/2016,419.14,420.6,406.59,409.71,9.43
3/13/2016,409.72,416.56,409.7,412.26,-2.54
3/14/2016,412.29,414.95,410.83,414.72,-2.43
3/15/2016,414.83,417,412.15,415.23,-0.4
3/16/2016,415.23,416.71,413.15,416.46,-1.23
3/17/2016,416.46,418.99,415.6,418.48,-2.02
3/18/2016,418.47,418.47,403.35,407.5,10.97
3/19/2016,407.5,409.31,404.06,408.46,-0.96
3/20/2016,408.35,411.8,406.73,410.62,-2.27
3/21/2016,410.62,411.48,406.5,410.66,-0.04
3/22/2016,410.66,416.9,410.3,416.29,-5.63
3/23/2016,416.33,418.98,413.72,417.5,-1.17
3/24/2016,417.46,417.65,412.98,415.15,2.31
3/25/2016,415.15,416.92,412.22,415.6,-0.45
3/26/2016,415.6,416.98,414.01,416.6,-1
3/27/2016,416.41,427,415.7,424.32,-7.91
3/28/2016,424.62,424.67,420.32,421.82,2.8
3/29/2016,422.03,424.24,407.22,414.9,7.13
3/30/2016,415.43,415.85,408.59,412.8,2.63
3/31/2016,413.6,416.82,412.72,414.1,-0.5
4/1/2016,414.1,416.98,413.42,416.17,-2.07
4/2/2016,416.17,419.97,416,419,-2.83
4/3/2016,419,419.39,416.32,418.34,0.66
4/4/2016,418.51,419.83,416.03,418.75,-0.24
4/5/2016,418.75,422.64,418.2,422.64,-3.89
4/6/2016,422.65,422.8,420,421.03,1.62
4/7/2016,421.03,421.98,418.22,419.96,1.07
4/8/2016,419.99,423.89,416.26,417.45,2.54
4/9/2016,417.34,418.5,412,418.05,-0.71
4/10/2016,418.16,421.64,417.2,420.03,-1.87
4/11/2016,420.04,422.79,418,422.69,-2.65
4/12/2016,422.7,426.67,421.58,424.9,-2.2
4/13/2016,425.32,425.99,422.37,423.56,1.76
4/14/2016,423.58,425.15,420.76,424.25,-0.67
4/15/2016,424.26,429.78,423.09,429.45,-5.19
4/16/2016,428.82,432.84,427.18,429.6,-0.78
4/17/2016,429.43,430.89,424.24,426.24,3.19
4/18/2016,426.24,430,425.77,427.36,-1.12
4/19/2016,427.63,436.59,426.2,435.12,-7.49
4/20/2016,435.17,443.98,433.14,441.01,-5.84
4/21/2016,441.04,452.08,440,450.62,-9.58
4/22/2016,450.62,451.23,442.96,447.05,3.57
4/23/2016,447.16,452.1,444.47,451.92,-4.76
4/24/2016,451.92,470,448.5,460.02,-8.1
4/25/2016,460.02,468.97,455.13,462.26,-2.24
4/26/2016,462.26,469.84,462.26,466.58,-4.32
4/27/2016,466.58,468.5,443.2,445.03,21.55
4/28/2016,445.03,450.63,435,449.28,-4.25
4/29/2016,449.17,456.31,445.74,455.38,-6.21
4/30/2016,456.31,456.88,446.5,447.73,8.58
5/1/2016,447.73,453.31,446.54,452.03,-4.3
5/2/2016,452.14,452.58,438.38,443.62,8.52
5/3/2016,443.62,451.97,440.78,450.38,-6.76
5/4/2016,450.42,451.45,444.17,446.54,3.88
5/5/2016,446.66,449.6,445.11,448.5,-1.84
5/6/2016,448.5,463.64,447,458.51,-10.01
5/7/2016,458.98,460.83,456.21,457.95,1.03
5/8/2016,458.07,459.59,455.95,457.71,0.36
5/9/2016,457.73,463.76,455.7,460.79,-3.06
5/10/2016,460.84,462.37,447.38,450.88,9.96
5/11/2016,450.34,456,450.2,452.46,-2.12
5/12/2016,452.44,455.08,448.88,454.47,-2.03
5/13/2016,454.09,456.82,452.02,455.85,-1.76
5/14/2016,455.87,457.12,453.51,455.6,0.27
5/15/2016,455.58,458.03,454.5,456.9,-1.32
5/16/2016,457.56,457.98,451.4,454,3.56
5/17/2016,454,455.97,452,452.13,1.87
5/18/2016,452.13,455.4,452,452.16,-0.03
5/19/2016,452.18,453.63,435.04,435.83,16.35
5/20/2016,435.83,444.32,435.06,442.24,-6.41
5/21/2016,442.24,443.87,435.3,442.7,-0.46
5/22/2016,442.7,443.36,435.96,436.32,6.38
5/23/2016,436.41,442.97,436.01,442.66,-6.25
5/24/2016,442.63,446.37,441.44,444.05,-1.42
5/25/2016,443.99,449.59,443.92,448.44,-4.45
5/26/2016,448.27,452.85,446.8,452.02,-3.75
