Date (GMT),Open,High,Low,Last,Volume,MACD,MACD Signal Line,BBandUp,BBandMid,BBandLow
2/16/2021 2:00,48177.11,48319.33,47941.94,48305.28,1284.3998,9.003050022,58.00656395,48842.02049,48129.67437,47417.32826
2/16/2021 2:30,48305.27,48561.64,48160.12,48479.96,1361.6686,36.80214909,53.76568098,48846.17695,48163.03491,47479.89287
2/16/2021 3:00,48479.96,48689.25,48310.07,48444.51,928.7098,55.33475207,54.0794952,48846.48262,48189.84206,47533.2015
2/16/2021 3:30,48444.5,49400,48405.11,49300,2563.3154,137.4682188,70.75723991,49037.113,48295.57139,47554.02978
2/16/2021 4:00,49300,49670,49160.01,49640,3223.9699,227.3737187,102.0805357,49354.26542,48423.61221,47492.959
2/16/2021 4:30,49639.99,49998,49232.42,49507.28,3407.4241,284.6339967,138.5912279,49587.39537,48526.81866,47466.24195
2/16/2021 5:00,49513.77,49726.35,49068.41,49350.01,1818.1214,313.7065907,173.6143004,49744.7831,48605.21784,47465.65258
2/16/2021 5:30,49350,49500,49044,49250.4,1509.2687,324.9631633,203.884073,49862.3195,48666.66376,47471.00801
2/16/2021 6:00,49250.39,49301.45,48969,49179.03,1428.1205,324.3857981,227.984418,49953.65177,48715.46054,47477.26932
2/16/2021 6:30,49179.03,49234.7,48550,48749.12,1682.0544,285.9419273,239.5759199,49958.49492,48718.66621,47478.83749
2/16/2021 7:00,48749.13,49075.45,48700.01,49020.01,1594.7846,274.1729468,246.4953253,50006.46996,48747.36562,47488.26127
2/16/2021 7:30,49020.82,49199,48655.11,48739.09,1315.927,239.4181849,245.0798972,49995.59277,48746.57746,47497.56216
2/16/2021 8:00,48737,49281.81,48609.9,49159.57,1333.166,243.0028223,244.6644822,50038.78376,48785.91008,47533.0364
2/16/2021 8:30,49159.57,49300,48871.2,49116.44,1679.2684,239.6014662,243.651879,50018.67917,48817.38912,47616.09908
2/16/2021 9:00,49116.45,49295.79,48965.01,49289.7,973.8039,248.0273956,244.5269823,50073.19202,48862.37111,47651.5502
2/16/2021 9:30,49289.71,49299,48900,49016.53,953.3721,230.0110451,241.6237949,50068.60969,48877.05291,47685.49614
2/16/2021 10:00,49016.53,49318.47,48927.97,49277.01,1225.014,234.0534937,240.1097346,50043.1552,48915.14406,47787.13293
2/16/2021 10:30,49277,49318.47,49000,49121.59,1064.346,222.1552013,236.518828,49909.42125,48934.80558,47960.18992
2/16/2021 11:00,49121.59,49214.27,48750.09,49019.99,1176.9354,202.1966508,229.6543925,49735.50774,48942.91838,48150.32902
2/16/2021 11:30,49019.99,49070.01,48700,48934.22,1074.6761,177.4133233,219.2061787,49657.35196,48942.08996,48226.82797
2/16/2021 12:00,48934.23,49114.68,48852.15,48899.94,973.1254,153.2397951,206.012902,49597.75244,48938.07568,48278.39892
2/16/2021 12:30,48899.93,50000,48403.21,49972.11,5193.6732,218.0833296,208.4269875,49728.94659,49036.55514,48344.16369
2/16/2021 13:00,49964.55,50689.18,48600,49650,6954.0732,240.7060038,214.8827908,49740.99604,49094.97846,48448.96088
2/16/2021 13:30,49650,49826.12,49171.05,49445,2214.3652,239.3339565,219.7730239,49765.00713,49128.31385,48491.62056
2/16/2021 14:00,49445,49474.38,48862.99,48877.7,2878.5848,190.2768373,213.8737866,49718.84148,49104.44586,48490.05024
2/16/2021 14:30,48877.7,49267.48,48700,49252.47,2415.8833,179.5695577,207.0129408,49704.42939,49118.5434,48532.6574
2/16/2021 15:00,49252.48,49457,49090,49282.42,1802.4265,171.5234605,199.9150448,49711.54964,49134.15069,48556.75175
2/16/2021 15:30,49278.05,49509.84,49249.14,49290.66,1622.5104,163.9221769,192.7164712,49725.97921,49149.05634,48572.13347
2/16/2021 16:00,49289.93,49339.75,48935.7,48974.41,1667.3892,130.870776,180.3473321,49716.01407,49132.42336,48548.83264
2/16/2021 16:30,48970.01,49291,48655,48664.81,1836.0156,78.786963,160.0352583,49695.49646,49087.88875,48480.28104
2/16/2021 17:00,48664.8,48900.32,48153.46,48153.46,2390.845,-3.708753292,127.286456,49765.75919,48998.89554,48232.03188
2/16/2021 17:30,48119.7,48618.6,48117.08,48412.56,2137.5537,-47.63093838,92.30297711,49777.76769,48943.05406,48108.34043
2/16/2021 18:00,48412.55,48525.97,48163.26,48231.67,1394.6073,-95.93007555,54.65636658,49803.59813,48875.30319,47947.00826
2/16/2021 18:30,48231.67,48440,47750,48428.12,2739.5842,-117.0068346,20.32372635,49803.87274,48832.71432,47861.5559
2/16/2021 19:00,48428.11,48692.1,48305,48616.78,1254.5623,-117.1367531,-7.168369539,49779.61192,48812.14915,47844.68637
2/16/2021 19:30,48616.78,48675.04,48444.57,48592.93,907.3811,-117.8062134,-29.29593831,49772.50834,48791.27113,47810.03392
2/16/2021 20:00,48592.93,48800.42,48340.14,48543.25,990.4798,-120.9512753,-47.62700572,49744.46077,48767.65007,47790.83938
2/16/2021 20:30,48543.25,48581.7,48173.81,48330.88,1304.4228,-138.9781897,-65.89724251,49731.5995,48726.05292,47720.50635
2/16/2021 21:00,48330.89,48784.29,48202.57,48769.27,1276.9464,-116.5467614,-76.02714629,49724.99192,48730.16883,47735.34575
2/16/2021 21:30,48769.27,48809.09,48370.1,48465.7,1144.3065,-121.8605226,-85.19382156,49715.2033,48704.98133,47694.75936
2/16/2021 22:00,48465.7,48710.93,48355.8,48575.06,1080.2777,-115.9111273,-91.33728271,49706.9846,48692.60787,47678.23113
2/16/2021 22:30,48575.07,48749.99,48524.65,48579.53,601.5411,-109.5724144,-94.98430905,49524.50671,48681.83855,47839.17039
2/16/2021 23:00,48579.53,49180,48531.95,49111.84,1161.0512,-60.8940221,-88.16625166,49464.78606,48722.79107,47980.79607
2/16/2021 23:30,49113.36,49290,48933.33,49043.84,1137.2327,-27.486233,-76.03024793,49441.66549,48753.36715,48065.06882
2/17/2021 0:00,49043.85,49277.89,49037.71,49179.07,820.5703,9.788772512,-58.86644384,49516.89283,48793.91028,48070.92773
2/17/2021 0:30,49133.45,49566.66,49133.44,49407,1623.6075,57.06373384,-35.6804083,49625.65033,48852.29978,48078.94922
2/17/2021 1:00,49406.99,49500.08,49034.35,49061.71,1264.6108,65.90772082,-15.36278248,49641.84143,48872.24361,48102.64579
2/17/2021 1:30,49062.94,49417.25,48947,49123.24,1028.4031,76.99406137,3.108586291,49672.39272,48896.14803,48119.90334
2/17/2021 2:00,49123.25,49410,49120.78,49292.46,666.9185,98.30154687,22.14717841,49763.87069,48933.89203,48103.91337
2/17/2021 2:30,49287.35,50274.88,49268.42,49991.36,3403.7023,169.6279068,51.64332408,50059.35406,49034.60326,48009.85246
2/17/2021 3:00,49991.35,50128.35,49654.9,49655.56,1555.6479,196.7898365,80.67262657,50125.0199,49093.742,48062.4641
2/17/2021 3:30,49658.67,49759.46,49290,49407.06,1525.2715,196.0045697,103.7390152,50141.09224,49123.58181,48106.07137
2/17/2021 4:00,49409.54,49656,49231.09,49629.15,1023.5426,210.872243,125.1656607,50165.71359,49171.73116,48177.74873
2/17/2021 4:30,49629.16,49963.4,49360,49397.56,1716.8494,201.6431866,140.4611659,50148.41163,49193.23867,48238.06571
2/17/2021 5:00,49397.56,49481.31,49106.75,49352.77,1310.0459,188.5415248,150.0772377,50139.14334,49208.43213,48277.72091
2/17/2021 5:30,49352.76,49449.36,49227.68,49369.64,1120.9054,177.4738238,155.5565549,50122.76098,49223.78526,48324.80954
2/17/2021 6:00,49369.65,49731.03,49369.64,49702.61,1118.1986,193.3417637,163.1135967,50157.36285,49269.38762,48381.41239
2/17/2021 6:30,49706.8,50200,49624.06,49954.13,2315.7144,223.6348589,175.2178491,50189.85121,49334.60118,48479.35114
2/17/2021 7:00,49954.12,50677.58,49940.02,50559.5,4081.975,293.111844,198.7966481,50458.36388,49451.25821,48444.15253
2/17/2021 7:30,50559.5,50999,50200,50594.96,4341.249,347.0337913,228.4440767,50623.51769,49560.18219,48496.84669
2/17/2021 8:00,50594.97,51266.09,50530.49,51112.35,2394.254,426.5988065,268.0750227,50927.36071,49708.00769,48488.65467
2/17/2021 8:30,51112.35,51300,50628.58,50906.73,2562.2659,467.6718093,307.99438,51081.41654,49822.17172,48562.9269
2/17/2021 9:00,50906.72,51200,50777.2,51030,1713.8167,504.3554233,347.2665887,51301.18102,49937.20299,48573.22495
2/17/2021 9:30,51030.01,51480,50991.69,51341.52,2812.0898,552.1991047,388.2530919,51555.17641,50070.94746,48586.71852
2/17/2021 10:00,51334.5,51678.36,51222,51435.64,2766.67,590.8987513,428.7822238,51794.89695,50200.91818,48606.93941
2/17/2021 10:30,51435.64,51612.8,50995,51570.07,2211.2872,625.208859,468.0675508,52045.21389,50331.31359,48617.4133
2/17/2021 11:00,51570.07,51583.83,51161.61,51186.82,1357.5716,614.3924607,497.3325328,52102.05574,50412.79039,48723.52504
2/17/2021 11:30,51184.27,51589.96,51101.07,51428.64,1452.5327,618.2069354,521.5074133,52187.81423,50509.53798,48831.26172
2/17/2021 12:00,51428.64,51675.55,51241.43,51266.71,1725.5868,601.2328978,537.4525102,52222.76429,50581.6496,48940.5349
2/17/2021 12:30,51269.26,51437.46,51177,51315.31,1938.6058,584.9594165,546.9538914,52321.95079,50651.52202,48981.09325
2/17/2021 13:00,51315.31,51530,50777.2,51043.76,2510.7694,543.8812255,546.3393583,52316.63622,50688.87801,49061.11981
2/17/2021 13:30,51043.76,51166.22,50567.26,50765.76,2270.5476,483.3227429,533.7360352,52220.91837,50696.20011,49171.48185
2/17/2021 14:00,50769.63,51234,50542.3,51149.96,1894.7454,461.0171198,519.1922521,52200.92436,50739.41534,49277.90631
2/17/2021 14:30,51149.96,51267.71,50806.16,50934.19,1969.207,421.0750263,499.5688069,52090.52308,50757.9653,49425.40753
2/17/2021 15:00,50934.18,51284.78,50770.82,51262.68,2255.4545,411.1871179,481.8924691,51984.03736,50806.03337,49628.02938
2/17/2021 15:30,51262.56,51633.17,51061.93,51260.15,1879.4974,398.5524648,465.2244683,51828.95166,50849.28257,49869.61348
2/17/2021 16:00,51260.24,51290,50968.87,51130.01,1343.6973,373.7300731,446.9255892,51694.43654,50876.01852,50057.60049
2/17/2021 16:30,51136.41,51435.09,50780,50975.29,1881.67,337.680962,425.0766638,51581.31681,50885.47295,50189.62908
2/17/2021 17:00,50975.3,51300,50941.33,51243.17,1263.7388,326.958485,405.453028,51568.93699,50919.53933,50270.14167
2/17/2021 17:30,51243.18,51384,51140,51217.83,1474.7565,312.8102369,386.9244698,51550.22863,50947.94797,50345.6673
2/17/2021 18:00,51217.84,51436,51085.95,51373.67,908.7649,310.592319,371.6580396,51555.09073,50988.49292,50421.89511
2/17/2021 18:30,51373.68,51780,51304.96,51513.66,1574.5502,316.4824138,360.6229145,51578.26166,51038.50883,50498.75601
2/17/2021 19:00,51513.66,51675.64,51310.01,51426.54,880.9338,310.5407797,350.6064875,51591.90776,51075.46418,50559.02061
2/17/2021 19:30,51426.54,51837.16,51374.56,51809.48,1137.3814,332.8946473,347.0641195,51668.43939,51145.37045,50622.30151
2/17/2021 20:00,51809.48,52395,51803.5,52141.56,3689.0371,373.1054022,352.272376,51851.22075,51240.24565,50629.27054
2/17/2021 20:30,52141.57,52546,51956.82,52330,1912.2665,415.3898922,364.8958793,52085.87943,51344.03178,50602.18412
2/17/2021 21:00,52330.01,52500,52132.58,52235.86,1206.5467,436.2752346,379.1717503,52266.38334,51428.9678,50591.55225
2/17/2021 21:30,52235.85,52477.11,52021.37,52430,1190.4703,463.1535487,395.96811,52487.96594,51524.3042,50560.64245
2/17/2021 22:00,52430.01,52618.74,52151.89,52349.99,1353.7438,472.5513896,411.2847659,52649.17966,51602.94094,50556.70222
2/17/2021 22:30,52349.99,52381.2,52047,52179.99,866.7809,460.9679158,421.2213959,52746.4756,51657.89799,50569.32039
2/17/2021 23:00,52180,52293.76,51893.34,52104.44,1094.8279,440.6125683,425.0996304,52786.33586,51700.4258,50614.51574
2/17/2021 23:30,52104.44,52397.84,51899.64,52358.88,931.3495,439.9406287,428.06783,52822.14522,51763.13573,50704.12624
2/18/2021 0:00,52359.6,52373.73,52023.38,52121.01,969.6994,415.4252272,425.5393095,52840.45873,51797.21899,50753.97926
2/18/2021 0:30,52117.67,52530,52104.69,52460,1406.3508,418.5257505,424.1365977,52881.95143,51860.34099,50838.73056
2/18/2021 1:00,52460,52505,52250,52273.53,1008.0958,401.3103115,419.5713404,52908.08954,51899.69233,50891.29511
2/18/2021 1:30,52273.52,52299.98,52026.06,52163.42,1584.7732,374.4653913,410.5501506,52901.05634,51924.80925,50948.56215
2/18/2021 2:00,52163.43,52383.42,52050,52133.76,1454.9901,346.7995947,397.8000394,52858.09863,51944.70932,51031.32001
2/18/2021 2:30,52133.76,52189.43,51933.24,52153.99,1295.203,322.7857701,382.7971856,52769.43403,51964.64081,51159.8476
2/18/2021 3:00,52154.89,52340.01,52115.87,52320,993.4513,313.5360127,368.944951,52739.42539,51998.48454,51257.5437
2/18/2021 3:30,52320.01,52399.73,52080.01,52090.3,835.3113,284.392345,352.0344298,52656.92425,52007.22887,51357.5335
2/18/2021 4:00,52090.31,52197.11,51951,52010.12,1039.3571,251.9219234,332.0119285,52591.93174,52007.50422,51423.0767
2/18/2021 4:30,52010.12,52033.4,51712.5,51932.27,1476.7518,217.4009729,309.0897374,52550.20868,52000.33906,51450.46944
2/18/2021 5:00,51929.05,52180,51906.18,52153.35,928.0153,205.5131516,288.3744202,52484.17572,52014.91153,51545.64734
2/18/2021 5:30,52153.36,52298,52015.68,52239.72,923.1749,200.7472158,270.8489794,52472.7243,52036.32186,51599.91941
2/18/2021 6:00,52240.03,52298,52026.9,52170,855.3885,189.1637935,254.5119422,52467.03772,52049.05311,51631.0685
2/18/2021 6:30,52170,52237.45,52000.2,52000.2,936.1112,164.3874508,236.4870439,52450.46138,52044.40043,51638.33949
2/18/2021 7:00,52000.2,52110.94,51862.78,51908.46,1014.8037,135.7841344,216.346462,52450.64812,52031.45372,51612.25933
2/18/2021 7:30,51908.47,51908.47,51331.48,51331.48,2218.9934,65.79983658,186.2371369,52520.13839,51964.78956,51409.44073
2/18/2021 8:00,51331.2,52085.85,51295,51915.12,2210.6235,56.77715494,160.3451405,52493.42027,51960.05913,51426.69798
2/18/2021 8:30,51921.44,52168.75,51600,51799.21,1138.4858,39.81468751,136.2390499,52488.66377,51944.74016,51400.81655
2/18/2021 9:00,51799.36,51941.93,51542.32,51709.04,1175.7338,18.87822798,112.7668855,52492.35471,51922.29253,51352.23034
2/18/2021 9:30,51709.03,51729.99,51459.82,51638.93,1335.7418,-3.332938062,89.54692082,52468.23962,51895.30562,51322.37162
2/18/2021 10:00,51638.93,51873.41,51614.33,51769.93,1416.0043,-10.24672413,69.58819183,52460.08453,51883.36508,51306.64564
2/18/2021 10:30,51769.96,52000,51766.38,51829.23,1097.2471,-10.81625197,53.50730307,52398.4617,51878.20936,51357.95703
2/18/2021 11:00,51829.21,51857.8,51529.2,51649.59,1086.2945,-25.46945753,37.71195095,52369.80564,51856.43609,51343.06654
2/18/2021 11:30,51649.6,51720.32,51339.06,51420.01,1343.974,-54.97371307,19.17481814,52369.03301,51814.8717,51260.71039
2/18/2021 12:00,51420.01,51577.65,51133,51385.92,1838.0049,-80.18253194,-0.696651872,52364.51773,51774.01916,51183.52058
2/18/2021 12:30,51385.91,51394.5,50901.9,51249.33,2180.6367,-109.9153384,-22.54038917,52360.98291,51724.04876,51087.11462
2/18/2021 13:00,51249.33,51623.37,51088.06,51484.59,1417.5569,-113.1904963,-40.67041059,52300.57766,51701.24316,51101.90867
2/18/2021 13:30,51484.59,51694.11,51262.43,51623.35,1237.5092,-103.3974092,-53.21581031,52271.67279,51693.82477,51115.97674
2/18/2021 14:00,51623.36,52025,51612.87,51796.25,1768.8435,-80.75385196,-58.72341864,52262.12361,51703.57955,51145.03549
2/18/2021 14:30,51796.25,51943.79,51613.23,51877.5,1221.595,-55.61141993,-58.1010189,52270.44401,51720.1434,51169.8428
2/18/2021 15:00,51877.5,52285,51870,52238.31,1664.6527,-6.496620815,-47.78013928,52331.84186,51769.4926,51207.14335
2/18/2021 15:30,52238.3,52260,51700,51723.44,1587.5174,-9.014580246,-40.02702747,52285.67248,51765.10664,51244.5408
2/18/2021 16:00,51723.45,51764.16,51450,51550.01,1764.908,-24.71948202,-36.96551838,52232.10752,51744.62125,51257.13497
2/18/2021 16:30,51558.44,51989.93,51450,51920.01,1405.9697,-7.226519228,-31.01771855,52250.21591,51761.32494,51272.43396
2/18/2021 17:00,51920.01,52099,51723.91,52091.02,1107.5503,20.20297036,-20.77358077,52317.83799,51792.72447,51267.61094
2/18/2021 17:30,52091.02,52091.03,51777,51997.24,1037.8719,33.98205228,-9.82245416,52314.51832,51812.20214,51309.88596
2/18/2021 18:00,51997.24,52100,51780,51841.03,1125.9615,31.92917285,-1.472128758,52317.15442,51814.94765,51312.74088
2/18/2021 18:30,51838.24,52177.75,51764.16,52172.94,1110.3651,56.43407731,10.10911246,52397.31155,51849.04216,51300.77277
2/18/2021 19:00,52172.95,52177.75,51833,51852.06,918.5114,49.39268818,17.9658276,52394.21154,51849.32957,51304.4476
2/18/2021 19:30,51852.06,51984.72,51800,51956.17,748.0704,51.61812191,24.69628646,52404.5588,51859.50485,51314.4509
2/18/2021 20:00,51956.17,52070.68,51685,51767.38,845.6911,37.7132837,27.29968591,52390.44495,51850.73106,51311.01716
2/18/2021 20:30,51767.37,52085.24,51514.26,52045.54,1560.9816,48.57880038,31.5555088,52426.37903,51869.28429,51312.18955
2/18/2021 21:00,52048.22,52115.92,51830,52111.91,1048.3837,61.83253795,37.61091463,52463.75569,51892.3915,51321.02731
2/18/2021 21:30,52111.9,52122.83,51892.2,52009,1039.9767,63.30253134,42.74923797,52442.17233,51903.49707,51364.82181
2/18/2021 22:00,52009.01,52195.12,51978.05,52008.53,1137.6781,63.69534632,46.93845964,52405.65744,51913.50021,51421.34297
2/18/2021 22:30,52008.52,52075.07,51631,51852.89,851.1866,50.86150795,47.7230693,52300.22273,51907.72781,51515.23288
2/18/2021 23:00,51852.89,51924.98,51615.01,51840.21,873.7639,39.21537808,46.02153106,52247.17255,51901.29754,51555.42252
2/18/2021 23:30,51836.73,51920.51,51510,51630.02,943.4986,12.87672502,39.39256985,52227.89225,51875.46158,51523.03091
2/19/2021 0:00,51630.02,51733.19,51530.65,51550.01,1080.5362,-14.28827923,28.65640004,52237.53154,51844.46619,51451.40084
2/19/2021 0:30,51552.61,51838.88,51477,51828.48,1395.3323,-13.19444177,20.28623167,52236.65743,51842.9437,51449.22997
2/19/2021 1:00,51828.48,51943.99,51452,51517.67,1317.7869,-36.98104272,8.832776795,52204.12116,51811.96525,51419.80935
2/19/2021 1:30,51517.67,51700.99,51251,51573.22,1281.7942,-50.76449312,-3.086677187,52205.94617,51789.22761,51372.50905
2/19/2021 2:00,51571.04,51571.04,51165.88,51325.44,1339.5358,-80.7509059,-18.61952293,52227.32072,51745.05736,51262.794
2/19/2021 2:30,51323.1,51332.86,50710.2,51013.16,2481.5984,-128.235521,-40.54272254,52294.39691,51675.35285,51056.30879
2/19/2021 3:00,51013.16,51339.05,50800,51247.03,1187.9363,-145.3208972,-61.49835748,52281.59316,51634.5602,50987.52724
2/19/2021 3:30,51247.04,51500,51204.73,51267.75,931.6317,-155.3979197,-80.27826991,52269.07344,51599.62589,50930.17835
2/19/2021 4:00,51267.75,51500.15,51200,51248.99,856.0341,-163.0186305,-96.82634203,52266.1919,51566.232,50866.27209
2/19/2021 4:30,51248.99,51530.56,51055,51179.67,844.727,-172.6613112,-111.9933359,52217.69628,51529.41657,50841.13686
2/19/2021 5:00,51179.68,51236.55,50918,51159.87,1122.4713,-179.827955,-125.5602597,52206.20607,51494.22166,50782.23724
2/19/2021 5:30,51159.87,51474.61,51159.87,51361.78,960.0507,-167.2867448,-133.9055567,52172.06656,51481.60817,50791.14978
2/19/2021 6:00,51361.78,51567.26,51300,51535.9,1120.4136,-141.6646942,-135.4573842,52163.26385,51486.77882,50810.29378
2/19/2021 6:30,51535.9,51822.96,51517.16,51675.46,1528.8925,-108.843034,-130.1345142,52133.21114,51504.74845,50876.28576
2/19/2021 7:00,51675.47,51799,51566.66,51734,1166.6172,-77.21782411,-119.5511762,52100.69091,51526.58193,50952.47296
2/19/2021 7:30,51734,51894.54,51680,51720,1242.1834,-52.67707192,-106.1763553,52087.05651,51545.0027,51002.94889
2/19/2021 8:00,51719.99,51894.77,51654.57,51747.8,980.971,-30.63201454,-91.06748716,52081.47196,51564.31673,51047.1615
2/19/2021 8:30,51747.8,51932.56,51649.82,51789.57,1119.7282,-9.679083378,-74.7898064,52109.49126,51585.76942,51062.04759
2/19/2021 9:00,51789.58,52293.77,51742.81,52226.19,1654.2448,41.67741919,-51.49636128,52272.85676,51646.76186,51020.66696
2/19/2021 9:30,52226.19,52965.31,52218.62,52718,4166.6436,120.6717455,-17.06273993,52600.20649,51748.78454,50897.36259
2/19/2021 10:00,52718.01,52888.87,52568.56,52688.54,1617.7103,178.8366251,22.11713308,52844.37736,51838.28506,50832.19275
2/19/2021 10:30,52688.53,52950,52639.47,52853.5,1380.1303,235.5285778,64.79942203,53109.19449,51934.9722,50760.7499
2/19/2021 11:00,52853.51,52984.99,52625,52687.27,1255.7164,264.0007507,104.6396878,53267.88507,52006.61961,50745.35414
2/19/2021 11:30,52687.27,52850,52485.95,52765.26,1341.3696,289.5208776,141.6159257,53424.31693,52078.87107,50733.42522
2/19/2021 12:00,52765.27,52863.19,52620,52689.99,1034.8472,300.2114513,173.3350309,53509.76763,52137.07288,50764.37812
2/19/2021 12:30,52691.38,52729.75,52400.09,52580,1251.1798,296.3919128,197.9464072,53499.56826,52179.25641,50858.94456
2/19/2021 13:00,52580,52700,52497.84,52508.96,1109.8667,284.3547027,215.2280663,53490.6525,52210.65675,50930.66101
2/19/2021 13:30,52508.96,52638.08,52315.37,52530.66,1102.2778,273.4143848,226.86533,53473.62941,52241.13325,51008.63709
2/19/2021 14:00,52530.66,52850,52521,52786.4,1730.8975,282.1279889,237.9178618,53489.54101,52293.06342,51096.58583
2/19/2021 14:30,52786.41,53000,52653.93,52722.83,1635.5833,280.6686418,246.4680178,53451.96155,52333.99357,51216.02559
2/19/2021 15:00,52722.83,53280,52677.7,52901.51,2139.2057,290.5804508,255.2905044,53417.65599,52388.04275,51358.42952
2/19/2021 15:30,52895.7,53375,52810.11,53367.71,1865.6595,332.2243986,270.6772832,53510.2947,52481.3444,51452.39409
2/19/2021 16:00,53367.72,53881.46,53275.75,53878.28,3239.6052,401.794621,296.9007508,53750.50197,52614.38588,51478.2698
2/19/2021 16:30,53878.28,54400.17,53605.58,54400.01,2785.9887,493.3418366,336.188968,54125.78611,52784.44532,51443.10453
2/19/2021 17:00,54400.17,54850,54000,54367.31,3618.2839,556.8361869,380.3184118,54403.51857,52935.19434,51466.87011
2/19/2021 17:30,54359.17,54724.28,54054,54473.04,1592.9223,608.6710632,425.988942,54637.50541,53081.65583,51525.80625
2/19/2021 18:00,54473.04,54765.5,54361.38,54765.33,854.5369,665.6625923,473.9236721,54894.37399,53242.00575,51589.63752
2/19/2021 18:30,54765.41,54850,54525.11,54778.89,688.054,703.8098861,519.9009149,55084.05071,53388.37568,51692.70065
2/19/2021 19:00,54778.89,55435.96,54629.57,55370.64,2113.1117,772.8818698,570.4971059,55455.61552,53577.16276,51698.71
2/19/2021 19:30,55370.65,55843.78,54583.95,55022.55,2557.9032,790.4224625,614.4821772,55702.76168,53714.81869,51726.87569
2/19/2021 20:00,55023.86,55236.51,54600,54993.41,3009.4433,792.8328703,650.1523158,55890.31444,53836.58929,51782.86413
2/19/2021 20:30,54998.24,55208.91,54800,54953.78,1282.298,782.5248664,676.6268259,56043.58804,53942.9884,51842.38877
2/19/2021 21:00,54953.78,55698.16,54820,55345.96,2447.8872,796.816147,700.6646902,56233.17759,54076.60475,51920.0319
2/19/2021 21:30,55345.87,56368,55304.52,56153.81,2924.1249,863.376368,733.2070257,56598.40627,54274.43382,51950.46137
2/19/2021 22:00,56153.8,56316.99,55430.27,55654.69,2087.3735,865.8698019,759.739581,56740.52401,54405.88679,52071.24956
2/19/2021 22:30,55654.68,55680.53,55130,55542.95,1893.3092,849.0421527,777.6000953,56785.41464,54514.17852,52242.94241
2/19/2021 23:00,55538.36,55767.29,55332.45,55429.47,1334.7638,817.1298674,785.5060497,56741.84452,54601.34914,52460.85376
2/19/2021 23:30,55429.47,55822.58,55330,55711.13,1243.9665,805.2839473,789.4616293,56704.57061,54707.04255,52709.5145
2/20/2021 0:00,55711.14,55950,55595.55,55899.61,1299.5892,801.8613724,791.9415779,56695.7361,54820.62041,52945.50471
2/20/2021 0:30,55906,56300,55335.48,55832.36,2587.9824,784.6771741,790.4886971,56585.5436,54916.97656,53248.40952
2/20/2021 1:00,55832.37,56442.32,55641.44,56223.45,2477.0175,793.4696436,791.0848864,56519.45283,55041.4026,53563.35237
2/20/2021 1:30,56223.44,56609.14,55946.27,56156.61,2132.3524,785.9839756,790.0647043,56467.83497,55147.61283,53827.39069
2/20/2021 2:00,56156.61,56467.44,56051.79,56183.03,1661.671,773.2696319,786.7056898,56472.69078,55246.22399,54019.75719
2/20/2021 2:30,56183.04,56395,55959.41,56334.06,1351.1619,766.5440393,782.6733597,56559.68778,55349.82742,54139.96706
2/20/2021 3:00,56334.07,56386.8,56013,56139.08,1576.089,736.9851956,773.5357269,56564.55313,55424.99433,54285.43553
2/20/2021 3:30,56145.75,56250,55862.76,55914.06,1163.8104,687.4775523,756.324092,56520.91075,55471.57201,54422.23328
2/20/2021 4:00,55915,55962.7,55481.38,55722.7,1673.1513,625.5898255,730.1772387,56484.75751,55495.48896,54506.22041
2/20/2021 4:30,55722.69,56024.43,55511,55914.01,952.0813,585.234258,701.1886425,56454.1482,55535.34811,54616.54802
2/20/2021 5:00,55914,56144.87,55803.15,55822.31,992.5655,539.6322122,668.8773565,56463.70564,55562.67781,54661.64999
2/20/2021 5:30,55822.3,55952.18,55633.33,55683.24,880.5687,486.6605556,632.4339963,56432.60664,55574.15993,54715.71322
2/20/2021 6:00,55683.23,55782.9,55555.55,55672.75,996.5817,438.7757472,593.7023465,56392.08109,55583.54946,54775.01783
2/20/2021 6:30,55672.75,55914.59,55580,55707.22,919.1854,399.0086095,554.7635991,56338.77141,55595.3276,54851.8838
2/20/2021 7:00,55707.22,55952.88,55632.38,55938.15,767.1794,381.7266799,520.1562152,56330.28242,55627.97736,54925.6723
2/20/2021 7:30,55938.05,55967.14,55500,55708.05,1497.2092,345.4809894,485.2211701,56287.7735,55635.60332,54983.43314
2/20/2021 8:00,55708.04,55712.76,55185.98,55225,1347.0491,274.6123602,443.0994081,56323.40604,55596.49824,54869.59045
2/20/2021 8:30,55225,55674.68,55185.16,55558.56,976.7865,242.5677948,402.9930854,56324.43391,55592.88508,54861.33625
2/20/2021 9:00,55558.56,55565.01,55211.73,55239.85,1182.4879,189.2731889,360.2491061,56348.47225,55559.26269,54770.05313
2/20/2021 9:30,55240,55489.1,55030,55355.1,1444.9429,154.5549285,319.1102706,56356.71378,55539.81862,54722.92347
2/20/2021 10:00,55355.01,55525,55240.57,55257.98,880.1329,117.8452382,278.8572641,56356.56321,55512.97685,54669.39049
2/20/2021 10:30,55257.98,55574.55,55210.53,55573.41,894.4974,112.9036262,245.6665365,56343.61398,55518.73239,54693.8508
2/20/2021 11:00,55573.41,55929.23,55535.14,55899.99,1429.9495,133.7973077,223.2926908,56295.44486,55555.04264,54814.64042
2/20/2021 11:30,55900,55949.59,55755.91,55887.94,1062.0923,147.680992,208.170351,56261.94874,55586.74715,54911.54556
2/20/2021 12:00,55887.94,56388.37,55752.77,56352.76,1723.2501,193.9552063,205.3273221,56316.12147,55659.70075,55003.28004
